text,sentiment
know first hand well feelings pain hurt embarrassment even shame self image body shape physical features weight etc let body become,0
feel like one girls school hated outfits perfect everyday went shopping week,0
could find another reason new area feel less intimidated simple tool understand,0
aware feeling surprised disappointed think ever really thought section,1
feel like sarcastic mean history paper overrrrrrrrrrrr,0
grew feeling rejected male peers,0
able feel little bit emotional freedom,0
luxury expressing feelings without fear getting beaten scolded,0
know feel sure feel sad cause ending feel glad move,1
feel contented sitting beside without even uttering single word,1
ill darned feel shamed caring blogging community,0
feel shy also little concerned whether new title distance away people care,0
something give katy danny course stalk blog course couldnt leave erica feeling unloved,0
feel content weather,1
feel uptight tense,0
feel troubled,0
first started using like felt like made hair feel dirty even though washed hair,0
dont know feel thrilled finally getting camping people like know first time thats happened,1
couldnt help feeling little bit bitter towards great big happy grin,0
feeling little apprehensive traveling emergency issued passport kindly supplied british consulate los angeles week ago,0
feel kinda lost posted href http jumbleupon,0
floating grey region self hate feeling superior,1
said feeling strange uttering words space flight still pretty novel way traveling time,0
think came weird catholic way raised feel ashamed sex,0
feel jersey could bit adventurous wont let take anything away jersey,1
feeling pressured perform athletic moves order stay field,0
tired tired feeling beaten,0
tired feeling unhappy things unmotivated,0
want wimp feeling outraged,0
really dont like attention feel pressured think topic talk,0
remember feeling terrified around plants back kid,0
dont eat lot bread find carbohydrates leave feeling groggy expand waistline faster say heck dont jeans fit,0
miss feeling like hated,0
liked feeling scared jumping seat grabbing arm preferably male companion,0
decided see could locate margaret jeff feel longing know,1
cant help feel much burdened parents,0
feel like something intelligent say got right,1
weekend home,0
guess understand concern help feel little rejected,0
feel foolish thinking would work,0
feel ashamed romantic,0
doubt anybody find black white solution definitely puts new level understanding happening borders right make anyone hurling epithets immigrant children feel ashamed doubt,0
see lyman feel amazed,1
would much like come back quieter time perhaps feeling bit brave maybe night,1
start feel frantic rushed trying provide excellent care patients high tail home,0
feel unwelcome uncomfortable except time pulled doorknob right cloest door,0
gon stop bugging get license yes feeling determined right insyallah end next year,1
feel acceptable violence could lessen much violence could also apply discussing,1
really feel like never love never affectionate doesnt love,1
feel listless today aiiiiighhhht,0
always wanted ice cream feel lousy,0
feel assured world around seems brighter,1
ive got learn mindful feel time suspicious feeling,0
feel hated world,0
think rolled guess already kinda feeling one performed yet word street supposed surprised performance lil wayne nikki minaj drake would dope,1
feel sure beyond,1
must unable contain expression immediately offered string reasons words ranging inadequate computer computer difficulty using said computer feeling inhibited writing much computer fear losing,0
make blog post feeling melancholy running veins,0
mean behave cut feel lethargic utter one single word anyone,0
seen fall asleep climbing back bed even horizontal awake neck cramped feeling hostile cheated,0
think level understanding though still feel hes hesitant,0
cry think utter devastation mum feel lose beloved companion years,1
see starting feel emotional dependence parents stop breathe,0
upload today know waiting bareminerals video filmed one feeling kind lousy today catching laundry taking easy,0
feel really petty complaining panic attacks,0
feeling amorous,1
feeling bit dazed sorts like someone needs poke really wake,1
feel cant stop aching,0
started get feeling longing looked quilts display,1
feel order successful life need education,1
